Formula,E_hull_DFT (eV/atom),E_hull_ML (eV/atom),Delta (ML - DFT)
BeZn2Se,21.8473,15.9813,-5.866
NbCrIN2,45.4054,37.0747,-8.3307
LiSiPb2,35.5807,34.8892,-0.6914
Ta2AsRh,32.9182,32.9817,0.0635
AsRh2W,37.4612,33.427,-4.0342
Cd2InRuAu,25.2624,26.1784,0.916
La5Y2HoEr,33.6339,25.6245,-8.0094
CsAlP,27.5878,22.9139,-4.6739
CuTcNiRh,38.9139,33.1255,-5.7885
NbIn2PbN,47.7654,43.0574,-4.7081
PmScAl,7.5926,10.8514,3.2589
Y2CrCo,50.8237,39.8217,-11.002
AcGa2Ru,22.2158,22.7094,0.4936
Ru2Pt6Rh,73.641,52.9863,-20.6547
SmY5Ho2Er,14.6961,17.2481,2.552
Cd3SbC,34.1893,27.9,-6.2893
Tl8Hg2Pb3,43.3993,44.135,0.7356
Nd2YHoEr,19.9666,23.9303,3.9637
HfTa2Tl,60.2475,54.926,-5.3215
RbBaAl,11.5715,8.5003,-3.0713
YV,45.2475,21.7578,-23.4897
TlAsAu,32.5081,35.191,2.6828
CrHgOs2,16.7765,21.6384,4.8619
TiCrFe2,8.911,10.9579,2.0469
Ca3GeB2Pd9,11.7789,13.272,1.493
Ca2ScMoC,26.3745,21.897,-4.4776
CsPaSiO5,3.0202,7.2852,4.2649
ThBiAs,36.576,40.8052,4.2292
TaMn2Zn,60.9875,51.1227,-9.8648
Rb4Ho3GaO8,12.6079,8.9511,-3.6567
RbBe2RhN,29.1597,22.3962,-6.7635
Tb6IrRu2,27.6749,27.578,-0.0969
Rb3(NiPb2)2,25.3866,26.3149,0.9283
Cr2AgW,55.4386,42.8671,-12.5715
ThMn2Au,70.7551,61.6245,-9.1306
LiSiRu2,20.0436,12.7259,-7.3177
SiPRu,6.1728,6.3965,0.2237
Cs2PdI6,21.9297,22.6571,0.7274
CsHgAs,8.9509,10.3873,1.4364
NbAgHg3,35.3341,28.4694,-6.8647
CaScIn2Fe,28.5257,26.2563,-2.2694
HoPuThZn,43.6219,46.3583,2.7364
Zn2Bi2Se,32.1352,31.7842,-0.351
Ca(SnMo)2,34.626,24.9209,-9.7051
HfGa2Tc,56.0468,44.6099,-11.4369
BeInBi,25.5319,26.8267,1.2948
BaSrFe,20.9093,16.7819,-4.1274
EuTmIn2,24.2289,26.0821,1.8532
ZnBi2Se,41.4353,40.2312,-1.2041
PrLu2Pa,32.6069,36.1447,3.5379
TbAl8GePt4,31.8175,23.9933,-7.8242
Tb3TmTl2S,37.7481,36.9194,-0.8287
Sn2PRu,10.4515,14.2673,3.8158
RhPbI2,33.7866,31.61,-2.1765
Cr2CdNi,21.684,20.1996,-1.4844
TlRh2Au,49.1957,43.008,-6.1876
Sn2PRu2,15.9671,13.4269,-2.5402
KScGe,25.215,18.2869,-6.9281
Cr2CdNi,21.8248,20.1996,-1.6252
CeGaAg2,19.8148,18.176,-1.6388
K4Ce3TmO8,8.8238,8.7781,-0.0457
Cr2FeCuN,33.8116,26.479,-7.3326
ZrCdSb3,51.3163,41.512,-9.8042
SnTePdI2,27.7324,25.5375,-2.1949
CsGaAg2,23.8134,20.295,-3.5184
LaGaAg2,26.5449,20.2107,-6.3342
Pr12Bi6Ir,15.9633,17.8259,1.8626
ScPaPb2,44.3585,47.2571,2.8985
Na2SbCl6,8.9802,8.2718,-0.7084
TlPtW,60.2896,53.2743,-7.0153
OsPtCl2,35.3635,30.8192,-4.5443
Nd2GaAs,10.5607,14.6732,4.1125
Sm2GaAs,10.7323,14.8709,4.1387
CeY,19.6105,22.7341,3.1235
ThGaAg2,21.2563,22.3771,1.1208
PrPa2Rh,44.8985,44.3469,-0.5516
CrCoW,9.8767,15.78,5.9033
Li2HfSi,40.332,30.3569,-9.9751
Th2GaSe,39.976,42.0699,2.0938
Sr2MnBiSe5,53.3042,43.3505,-9.9537
SnSbW3,38.5695,39.2185,0.649
Ba3Sr5Br12,0.1602,0.0,-0.1602
Pu4TcO10,23.3778,24.4021,1.0243
GaSnAs2,12.2449,11.0807,-1.1642
GaAsRh2,10.2051,7.0082,-3.1969
Tm2GaAs,13.6928,17.8159,4.123
Pr6Dy12Y,17.5987,18.0537,0.455
LiSiTc2,55.5602,46.914,-8.6461
TaSb2Mo,28.921,27.7838,-1.1372
Pr12ZnCd6,3.3172,4.2032,0.8861
Li3ThSb2,25.4809,23.6131,-1.8678
TaW2C,44.7847,43.8577,-0.927
TbNdI,24.3043,26.4462,2.1419
AcPaAgGe,43.0952,43.7445,0.6493
ZrAg(SeO4)2,18.4578,15.7876,-2.6702
TaIn3Mo,23.81,25.1034,1.2934
Pr3Sm3Tm,8.5793,11.8201,3.2409
LiCaTaSi,14.6361,15.7897,1.1535
Mn2ZnW,61.408,51.6454,-9.7626
Mn2ZnW,61.5081,51.6454,-9.8627
TaIn2Mo,23.2001,26.0078,2.8077
Pr(Ho2Tl)3,27.5565,30.2138,2.6573
GaReNi2Pd,34.4436,25.0747,-9.3689
LiMn2Bi,58.7783,48.0887,-10.6896
GaReSi2Ni,34.0172,22.1667,-11.8505
Mn2ZnW,61.4876,51.6454,-9.8421
Zr2GaAs,45.9219,40.543,-5.3789
Ba2SbOs,21.8889,20.7176,-1.1713
SmTh4O10,16.5266,18.3176,1.791
BaSb2Os,33.5075,29.7058,-3.8016
Cd2InOs,25.2924,27.7335,2.4411
Hf(NbSb)2,95.3934,74.941,-20.4523
AcPr4Eu,12.454,13.9851,1.5312
AcAgSnRh,41.0958,37.0163,-4.0796
CsInGeIr,19.5945,23.9157,4.3212
Pr2Er6Th,21.1599,24.5062,3.3463
InNiGeO4,5.9832,6.2074,0.2241
HfNbSb2,93.5558,72.4897,-21.0662
Hf2NbSb,110.7156,84.1063,-26.6093
PrHf2Nb,106.4334,80.5742,-25.8592
Si4Tc5,58.2186,46.7206,-11.498
Zr2NbCd,83.372,71.0993,-12.2726
RbGeBi2,31.722,31.3017,-0.4203
Pa2FeNi,57.3304,52.9705,-4.3598
BiAsPt,35.6223,30.6682,-4.9541
TbCe2(GeAu)2,26.468,28.8656,2.3976
CsRe2Mo,35.0761,34.9571,-0.119
Ac2P3Pt12Au,69.6856,52.0013,-17.6843
TlPt2W,67.5084,55.3757,-12.1327
TlPtW,59.9483,53.2743,-6.674
Nb(CdSn)2,40.9378,37.4567,-3.4811
TlPtW2,55.0016,51.0879,-3.9137
NdPuZnGa,27.9087,30.2923,2.3836
TlPt2W,67.328,55.3757,-11.9523
AcPr2Eu,20.8506,22.6384,1.7878
HfPaH4,34.8331,29.0493,-5.7838
CeScPa,32.5278,32.3742,-0.1536
ZrMn2Zn,76.2327,60.9499,-15.2828
Ac2PrEu,38.3403,40.6743,2.334
Ac4GaSeS2,51.9743,48.3852,-3.5891
Ba2TeO,4.3947,5.0543,0.6596
Ce(Ge2Ru3)2,14.085,16.4163,2.3313
Sr2TmUS6,38.6179,32.2219,-6.396
Tb2GaAu,21.9215,25.7563,3.8349
Si4W5,28.1324,28.9388,0.8064
Pr7Nd12Er,14.7935,15.9,1.1065
Ba2TlGa,14.1464,14.1081,-0.0383
Pa2PbS,60.3691,59.3848,-0.9843
Re2RuRh6,48.2762,38.1735,-10.1027
NpGe3Rh5,14.8252,11.82,-3.0052
BeSeBr2,17.6411,15.4953,-2.1458
NdSm2YAs4,14.568,17.3118,2.7438
BRu2W,37.4029,30.9293,-6.4737
Cs(RbCd)3,11.5212,11.6986,0.1774
LaBe2WO,37.298,32.4722,-4.8258
Ho4ThTl15,46.8715,47.9672,1.0956
DyAgI2,25.6684,24.5263,-1.1422
NaLiFeI4,25.6575,23.558,-2.0995
Ta2RuPt6,69.056,52.4285,-16.6275
EuGd2Al,22.5409,24.9222,2.3813
Pu2PaRu,56.8181,60.1614,3.3434
PaNi4Pt,29.7282,27.8349,-1.8933
FeAgSbTe2,41.1409,34.8427,-6.2982
LiThScCr,28.327,27.4212,-0.9058
AcSbAs,33.6939,34.0841,0.3902
Np2Ge3Ir5,29.482,33.852,4.37
Np2Ge3Pd5,18.2539,21.2844,3.0304
CrCoW2,25.2348,27.2773,2.0425
Ce2CdGa,19.0542,21.1883,2.1342
TaCrNiPd2,38.9908,30.4561,-8.5347
Mn2ZnCrN,53.7416,41.726,-12.0155
LuNiPb,30.4712,33.1741,2.7029
Cs3La3HfS8,53.2365,38.8753,-14.3612
NaNbSeN2,45.0944,37.2362,-7.8582
FeSiAg2Sn,22.48,16.3426,-6.1373
YHo5Hg2,23.8022,23.6633,-0.1389
CeNp4O10,18.3718,20.4603,2.0885
SbAs2Os,21.2694,22.3639,1.0944
SbAsOs,25.8122,31.5617,5.7494
Ce2HoGa,16.1918,23.5429,7.3511
Sb2AsOs,36.0327,28.5636,-7.4691
YZnPd,24.1544,20.8131,-3.3414
Be3TlCu,20.5829,17.4459,-3.137
Mn2FePd5Au,32.7138,29.1814,-3.5323
BeTl2Cu,31.635,30.104,-1.531
Ca(PaS3)2,51.7557,41.4002,-10.3555
K4Rb2Se,13.892,12.0026,-1.8894
Sc2TiPb,11.4368,16.5097,5.0729
BeTl2Cu,31.9684,30.104,-1.8644
LiV2TcO,85.9196,67.7586,-18.161
Tl3CuTe3S8,49.2962,40.3162,-8.98
In3(HgI4)2,16.4018,17.2987,0.8969
MnCrCuN2,31.1305,24.7258,-6.4047
Lu2SiIr3,34.4121,36.5769,2.1648
InSiAg2,24.6573,19.6804,-4.9768
CrInSb,24.8895,21.6184,-3.2711
Na2AlSb,24.2309,19.8212,-4.4097
TaCr2Ni,51.2138,39.0462,-12.1676
Nd2LuAg,28.5196,28.3687,-0.1508
K4AcTb3O8,9.854,11.2902,1.4361
Cs2GaBi,25.4883,26.4664,0.9781
NdLuAg2,29.9452,27.5019,-2.4434
Rb3Hf3CuS8,58.57,41.207,-17.363
Ta4Si5,24.4137,23.1023,-1.3114
Cs6TeS2,32.5369,29.4003,-3.1366
LaAsSe,37.0041,34.0434,-2.9607
CrCdHg2,7.202,7.1571,-0.045
Li5Pb3,19.7201,20.5474,0.8273
ZrB2Ru,21.0086,28.1707,7.162
CsRb3Au3,24.305,24.4439,0.1389
Ga2Si2Au,15.0129,13.6641,-1.3488
BeSe4Cl,34.1905,27.4599,-6.7306
Cr2TcW,37.5378,35.2693,-2.2686
Ni2BiMo2,40.837,36.7593,-4.0778
Er3Tl2,34.009,36.9203,2.9113
Pr2GaGe,0.4491,1.7221,1.2731
MnCrSn2N,41.3996,33.3485,-8.051
HfW2S,70.0646,58.0957,-11.9689
Cu2TcIr,37.6287,36.5171,-1.1116
CsIn2C,32.7086,28.1284,-4.5801
La2ScZn,28.9884,22.3017,-6.6868
CuTcIr2,46.8249,45.4323,-1.3925
Rb4CeDy3Te8,26.8615,26.3337,-0.5278
ThF4,9.4947,12.3957,2.901
CuTcIr2,46.9399,45.4323,-1.5075
CdInSnPb,28.1391,29.4951,1.3559
Al3Cr3Ge2Ru,16.8109,13.9668,-2.8441
LiNb2Ru,75.0367,64.9301,-10.1067
Sr2LiIr,22.3045,19.8601,-2.4443
Tb2PmYTl2,27.4781,30.4945,3.0163
Ac6CoSe2S3,53.4297,48.9703,-4.4593
TbY2Pt,35.3826,31.3764,-4.0062
BaIn2Ga,11.0505,11.2446,0.1941
GeSe3O,32.0834,26.0551,-6.0282
BaHf2ScV,84.8693,62.0448,-22.8245
In2PRhC,32.538,25.0381,-7.4999
Na3Sb2,29.6742,23.3238,-6.3504
HfNb2Ga,100.0484,80.8854,-19.163
AgOs2Au,41.2911,39.629,-1.6622
TaAgBiOs2,43.5724,43.9777,0.4054
SrPaBi2,47.0301,49.6134,2.5833
AgOs2Au,40.8559,39.629,-1.227
TaAlW2,29.2578,34.3903,5.1325
La2Dy2YEr2,33.0855,30.4619,-2.6236
PaTlSb2,51.7841,48.693,-3.091
ZrMn2In,79.5467,63.932,-15.6148
Ag2H7Ru,8.6824,8.0676,-0.6149
YTm(SnS2)3,26.9792,17.7021,-9.277
HfTa2Ga,88.1074,68.2338,-19.8736
CrInPt2,51.7663,38.4493,-13.317
TaGa2Si,32.5284,27.7528,-4.7756
NbPPd,30.9685,29.454,-1.5145
Ho2GaAu,22.7789,26.6525,3.8736
CaTcW2,44.6285,43.9774,-0.651
SnH4NCl3,0.0,0.0,0.0
TaMnCd2,44.027,39.6868,-4.3402
Tl2CrRe2,32.6922,36.4255,3.7333
La2Ce2Ge4Au,25.9622,23.2633,-2.6989
Be4ZnMo,10.5785,7.0685,-3.51
La2Ga4Ni3Pd,20.9144,16.7249,-4.1895
Pr2Sm6Tl,16.7697,20.019,3.2493
ZrRe2Mo,51.4853,42.3083,-9.1769
MnCdNiPd,61.0088,53.7634,-7.2454
Cr2NiW,26.3357,26.5865,0.2508
LaDyY3Er,19.6572,19.7715,0.1143
YHo2Er2Th,27.5279,30.3391,2.8112
In8Hg2Pb3,24.3459,25.1957,0.8498
In8Hg2Bi3,24.8366,25.7919,0.9553
Re2Os,28.3855,38.9681,10.5827
RbTe2,25.1909,23.7855,-1.4055
BaBe2Ag,11.1624,8.1394,-3.0231
ZrAsC,32.8562,29.8004,-3.0558
Be2ZnMo,14.7534,9.7011,-5.0523
SrSi4P,22.8137,15.1742,-7.6396
ZrMn2Os,84.7785,70.1377,-14.6408
Tb2Pr(InTe2)3,29.113,29.0845,-0.0284
AcHfTh,84.9372,75.4822,-9.455
BeZnMo,15.5224,12.2732,-3.2492
Na6TeCl12,11.5029,10.2599,-1.2431
ZrSi8,24.3206,16.4379,-7.8827
Cs2PrO3,7.483,6.0621,-1.4209
CdReSi,63.8184,48.778,-15.0404
CdReSi2,51.5083,38.4692,-13.0391
PtBr3,0.0,26.587,26.587
BaYAu10,48.4222,47.5726,-0.8496
TcAu2Br,50.2741,47.1659,-3.1082
Dy2Cd17,19.956,20.6272,0.6712
Cs12Pt3Br5,22.8912,19.0744,-3.8168
CrCdRe2,56.6905,47.4993,-9.1912
Ta3CrSb,55.3801,44.7419,-10.6382
PmGaSb2,25.6498,26.588,0.9382
Te(S3Br)2,45.143,34.1978,-10.9452
K2(ReS2)3,23.3609,19.6064,-3.7545
Ba2YSn3Pt4,52.4414,39.8284,-12.613
Nd2GaSb,19.7814,20.9793,1.1979
BaLa2YPt,61.9799,44.7414,-17.2385
VReSn,54.5091,50.8328,-3.6763
EuAsAu,13.8226,17.9927,4.1701
AcGaSe2,36.0373,33.5651,-2.4722
HfTa2S,59.3551,49.5899,-9.7652
Tm2GaSb,23.0113,24.1974,1.1861
NaLaS2,40.4284,29.9318,-10.4966
CdPb2F,29.7578,30.8719,1.1142
Cr2PPt,44.3429,33.9257,-10.4172
CrPPt,64.9688,49.1199,-15.8489
BiAsRuBr2,25.0763,23.4287,-1.6477
YIrAu2Br,33.5202,34.6698,1.1495
YRuS2,32.7559,23.9194,-8.8365
Zr2SiHg,52.6316,44.3935,-8.2381
Pa2NiPb,48.2932,52.1709,3.8776
La2Tb8Nd3,30.0275,28.6145,-1.4131
Y4HoHg,20.9899,18.4167,-2.5732
La2Pa2Pt15,82.478,59.0339,-23.4441
MnAsS2,55.5239,43.1314,-12.3925
La2Nd8Er3,30.0719,28.8469,-1.225
Y3(HoHg)2,29.5427,24.3123,-5.2304
YHoHg,26.0851,22.9911,-3.094
TmGa3NiPt,19.9862,18.0924,-1.8939
Na3SbTe,31.9293,26.1996,-5.7297
NiTeIr2,34.2453,36.0688,1.8235
TlAgGe,27.5601,27.5127,-0.0474
Cu2IrAu,26.294,28.706,2.4121
ZrAsW2,47.4464,45.8958,-1.5505
Yb2TcNi,42.6026,39.7814,-2.8212
TlAgGe,27.5372,27.5127,-0.0245
SrLiAg2,19.0576,15.703,-3.3546
Nb4GeH2,74.6701,62.7212,-11.9488
Ac8La2Ho3,54.3778,52.8678,-1.51
LiCoH,3.2578,4.2318,0.974
ReSn2Sb,27.2287,27.8209,0.5922
Ac2SeS,56.8782,52.0678,-4.8104
Ac6GaSe2S3,53.498,49.0095,-4.4885
YHo2Hg,22.4564,25.0506,2.5942
ReSnSb2,32.7839,30.7865,-1.9974
Y5RuBr9,0.0,0.0,0.0
Na4Pm3RuO8,15.0473,12.8974,-2.1498
TmH2ClO2,0.0,0.0,0.0
Ac3Se3S,48.704,46.9816,-1.7224
La2Nd8Th3,38.6289,38.2217,-0.4072
UAlIn,30.5401,33.476,2.9359
Be5NiIr4,17.4925,20.836,3.3434
CuIrAu2,36.4407,40.2216,3.7809
Pa2MoPd,45.4967,46.159,0.6622
Pm3Pa,35.7123,38.3819,2.6696
YZrTa2,64.6987,55.6558,-9.0429
Pr3Np,14.3425,16.5489,2.2064
Cr2GeSb2,17.5662,14.2822,-3.2839
TlNiSb,40.9579,35.6046,-5.3534
BaHfCl2,32.7575,23.4676,-9.2899
Ac2SeS2,50.2283,44.7899,-5.4384
TbGa3NiIr,11.3841,15.1381,3.7541
PuPaPb2,61.1042,64.041,2.9368
IrCSe2N,51.2357,43.909,-7.3267
SnSeI2O,42.1326,35.6123,-6.5204
LiHo2InO,26.9477,26.5645,-0.3833
LiHgRhAu,26.2604,22.9708,-3.2896
NiTe2W,34.6762,33.952,-0.7243
GdSbPt,44.2378,35.4618,-8.776
YZr2Ta,79.884,66.4269,-13.4571
Na4Sc3VO8,60.775,51.3584,-9.4166
CeGa4CuNi2,12.8931,12.4269,-0.4661
ZrVNi,77.6625,64.3194,-13.3432
Cr2PtPb,40.2237,33.7399,-6.4838
K2NiP2Pd,7.4775,9.0783,1.6008
MnCuTc2,73.1736,60.2962,-12.8774
SbRuBr2,34.2704,26.9803,-7.2901
TlRu3Au,31.6215,33.1116,1.49
SrBe2TlI,30.0638,27.061,-3.0029
CrAsOs2,26.9848,28.7017,1.7169
SbRu2Br,30.7483,30.0445,-0.7038
LiSm2InO,25.6748,25.2989,-0.376
BaHf3Cl,89.1923,62.4613,-26.7311
ZrGaRu,26.7056,26.7843,0.0787
TcPSe2,48.2696,41.1667,-7.1029
MnNbTe3,74.384,62.0643,-12.3197
MnInSb2,52.5448,41.8195,-10.7253
TcPSe2,48.2607,41.1667,-7.0941
Y2MnCu,41.1421,36.9012,-4.2409
K(AgPt)2,47.0641,34.3391,-12.725
TlInSi2,25.5316,22.4743,-3.0574
CrAsOs2,26.9782,28.7017,1.7236
BaTc3Sb,67.3917,54.4538,-12.9379
SmPuSb,46.818,45.6164,-1.2016
TlInSi2,25.6745,22.4743,-3.2002
GaSn2Pb,25.6539,27.3375,1.6836
Na4Ac3TmO8,18.1071,18.384,0.2769
Cs2TlPI6,21.4849,21.885,0.4002
CsCdTe2,28.8626,29.4562,0.5936
Ca2BeCr,22.1838,14.5571,-7.6266
Pr2Sm6Sc,15.6603,16.4907,0.8304
NaCdInCo2,16.2286,15.9719,-0.2567
Pr6Sb3N,5.3726,4.225,-1.1476
HgRh2Se,36.6983,27.5534,-9.1449
Pr2Ni5B3,1.8564,2.6641,0.8076
KVOs2,50.7536,45.9997,-4.7539
CsGa,2.3447,6.9611,4.6164
YZn,0.0,11.282,11.282
HgRhSe2,36.0627,28.5959,-7.4668
BaLiTc,35.1369,28.131,-7.006
Ba4NaSm3O8,4.7423,5.4616,0.7193
CoTcB,0.0,0.0,0.0
PaRhI,39.1522,37.3903,-1.7619
In2SiNi3,11.9674,12.5905,0.623
Sr2GaAg,16.342,15.5828,-0.7592
Fe(S3I)2,43.0289,32.4554,-10.5735
Tl3AsOs,41.6176,42.7754,1.1577
LiYAl2,19.5092,14.8489,-4.6604
Sc2PaCd,24.3095,26.4597,2.1502
BeWCl2,15.8715,14.9937,-0.8778
BaBeCl,0.0,0.0,0.0
PaPdI2,33.0171,34.9088,1.8917
BeWCl2,15.8047,14.9937,-0.811
CrTcB,24.5771,24.2297,-0.3474
BeW2Cl,24.1885,25.2748,1.0862
Cr2ReOs,25.0075,27.6836,2.6761
Cr2ReOs,25.0757,27.6836,2.6079
SrLiPt2,47.7609,34.8403,-12.9206
TlSiRh2,40.9193,32.6614,-8.2579
Tl2SiRh,41.8615,36.9859,-4.8756
FeNiB,0.0,0.0,0.0
Bi(S3I)2,49.0452,39.6996,-9.3456
TaGaIr2,44.4605,42.4686,-1.9919
AsOs2Br,27.1266,31.2997,4.1731
Tb2GaBi,23.6133,27.5496,3.9363
Mn2TlIn2,53.2135,45.0444,-8.1691
CaTbSmSc,19.0261,18.77,-0.2561
TbY2HoHg4,18.9217,16.2439,-2.6779
LiZr2InO,55.1775,47.0055,-8.1721
Pr6DyTl3,10.8621,13.803,2.9409
Tb2MnAs4Rh3,33.2033,27.3279,-5.8754
CsNaNO3,37.7977,36.0094,-1.7883
Zn3CrCo6,15.5424,10.1068,-5.4356
CdSi2Sb,23.9936,18.5073,-5.4864
AcInTeSe,42.5912,40.9904,-1.6008
BeCr2Cd,10.9567,6.4384,-4.5183
BeCr2Cd,10.5813,6.4384,-4.1429
SrLiRh,20.9565,17.4511,-3.5054
KOs2Cl,27.5292,28.2853,0.7561
NiSbW,36.5953,33.3063,-3.289
Be2CrCd,9.3038,8.8222,-0.4816
BeCuTe2,27.8295,24.6449,-3.1846
BeCrCd2,13.0353,12.8583,-0.177
YbAsS,18.4784,20.3045,1.8262
Nb3CuN,76.9565,66.8848,-10.0717
CuSbP2,19.5505,15.5641,-3.9864
BeCuTe2,27.0537,24.6449,-2.4088
AgAsIr,29.1959,28.4646,-0.7313
NbSeI2N,48.9117,40.8559,-8.0557
HfNiPt,71.0573,52.9069,-18.1505
Pm2Y(TlHg)2,28.5776,28.1357,-0.4419
Pa(GeRu)3,13.8132,17.1118,3.2986
Lu2SiRh,32.2121,28.9277,-3.2844
Tb2GaPb,23.6296,27.5789,3.9492
PAuBr,21.5915,22.4478,0.8563
Pr2GaNi4Sb3,24.8789,18.6144,-6.2645
MoIrAu2,41.6159,41.9278,0.3118
MoIrAu,39.2405,39.3277,0.0872
UPaSb,60.409,59.813,-0.596
TaSb2Mo,35.7134,27.7838,-7.9296
Ta2SbMo,33.4991,34.425,0.9259
YAlAg2,34.8642,26.1942,-8.67
TaSbMo3,27.4768,27.8797,0.4029
LiPaI3,22.5712,25.1761,2.6049
TaSbMo2,28.235,29.1196,0.8846
AcAlNiN,19.751,19.9352,0.1842
PrHf2RhN4,35.0673,23.7455,-11.3218
LaFe,7.3497,2.2903,-5.0594
Ac8PSe3S4,54.03,50.6258,-3.4042
P2AuBr,13.7328,16.0433,2.3106
KNiRu2,14.0164,15.7147,1.6983
TlReW2,42.7882,47.0615,4.2733
HfRh2N,52.4302,37.9969,-14.4333
Hg2AsOs,13.65,15.2449,1.5948
Ho2GaTe,20.9658,23.8834,2.9176
BIrPd,13.2509,19.7609,6.51
Ta2GaIrPb,69.7244,59.2275,-10.4969
PaIn2Ni,22.936,26.9922,4.0562
CeReMo,21.687,24.6202,2.9333
Sr2TcTeC,44.2889,36.8205,-7.4684
InCuGe,1.0289,10.6982,9.6693
BaZrGa2,30.768,26.2001,-4.5678
ZrCrTc2,73.5694,61.6054,-11.964
La2As3Rh4Au,36.8703,28.3555,-8.5148
ZrTiVCu2,52.0827,41.4736,-10.6092
AcSiB,20.5498,22.4421,1.8922
Zr2CrTc,74.4645,62.453,-12.0114
Be17Cu2,8.2182,6.0568,-2.1614
Cr2RuSe,20.8508,18.8506,-2.0002
Be2CdTc,30.1343,26.5851,-3.5492
Mn3SnS,76.9109,58.5386,-18.3722
Tb2PrPa,29.2578,32.9104,3.6525
BeCdTc2,52.4172,44.8797,-7.5375
La8Tb3Er2,42.6005,32.4685,-10.132
Na5Tl8Cd,39.1515,37.6457,-1.5058
LiInTc,40.0658,33.8795,-6.1863
BeCd2Tc,33.9153,30.0682,-3.8472
Tb2Ga4Ni3,11.2095,13.4968,2.2873
Be2MoSe,20.2616,15.7864,-4.4752
BeCd2Tc,34.0353,30.0682,-3.9672
BaMnAs2,29.8503,24.7186,-5.1317
BeMoSe2,31.4179,24.6257,-6.7922
PaNiAu2,41.8739,44.5192,2.6453
La8Nd2Th3,51.0404,41.0311,-10.0093
TbGa2Ni9,8.172,10.1952,2.0232
BeMoSe2,31.5404,24.6257,-6.9148
Cr2RuSe,20.7256,18.8506,-1.875
TcIr2Br,48.3044,48.0646,-0.2398
NaB2Rh,19.4727,16.9843,-2.4885
BeMo2Se,25.0951,21.7293,-3.3657
BIrPt,36.9639,34.9134,-2.0505
ThZr2Nb,101.2245,88.5447,-12.6798
Cr2TcSe,39.8288,33.3816,-6.4471
ThZrScNb,77.8835,69.7654,-8.1181
Li2GeH2,0.3547,1.7788,1.4241
TbGa4Ni,7.0196,9.405,2.3854
Co2AsAu,26.3854,23.2147,-3.1707
Ac4TlSe2S,56.2999,53.3644,-2.9354
Pr6Tm2Sc,-0.0,2.0692,2.0692
Pr2Nd5Sc2,8.8597,11.8745,3.0148
SrCr2Se,21.9711,18.2894,-3.6817
MgGe2H7,3.4152,3.5018,0.0866
LaSbMo2,32.1199,27.7571,-4.3628
Ta2AsW,31.4011,35.4396,4.0385
La8Pr2Ho3,37.7343,27.6273,-10.1069
La8Pr2Er3,38.0001,27.9438,-10.0563
V6GaH6,60.2709,46.7567,-13.5142
MnReB,36.7578,35.7569,-1.0008
ReBMo,0.0,0.0,0.0
NiBRh,17.7081,17.4497,-0.2584
TlCrRe2,35.527,38.2093,2.6823
SnPdIO2,50.6723,41.5761,-9.0963
NaLiRu2Rh,31.3518,24.5787,-6.7732
Be2CrFe,11.9809,10.0411,-1.9398
BaTaAu2,32.8073,35.0742,2.2669
MnSb2Ru,51.3748,41.4484,-9.9264
Ge2H7W,5.9759,7.572,1.5962
PaSnPb,46.9872,45.0985,-1.8886
Li2CrTc,26.3379,22.4285,-3.9093
Ba2NaSrBr,11.045,9.2125,-1.8325
MnSbRu,30.9192,25.7505,-5.1687
Sm2ZrAg,45.2153,40.995,-4.2204
CrCu5P,20.1331,17.8697,-2.2633
WAuSe2,45.7279,38.851,-6.877
Si2Ru2W,26.6228,20.2587,-6.3641
Ac8Si3Te4O,44.5883,43.6023,-0.986
Pr3NdCd3,6.2404,9.0383,2.7978
WAuSe,45.2591,44.7948,-0.4643
W2AuSe,43.7452,44.3911,0.6459
CrInAs2,14.6485,14.3804,-0.2682
La2Ga6NiPd,21.5552,17.319,-4.2362
WAuSe,45.1018,44.7948,-0.3071
ThGaNi,14.1562,21.9204,7.7642
Na(Cd2Ag)6,23.32,20.6659,-2.6541
CrInAs2,14.4419,14.3804,-0.0616
TcOsBr,50.4411,46.2178,-4.2233
Pr3Ti2O7,19.707,15.8268,-3.8803
PaGa4Pb,25.5814,27.3115,1.73
CrIn2As,16.0023,15.856,-0.1464
LiErSi,21.8145,21.0659,-0.7485
Nb4Au,122.7096,104.2117,-18.4979
TaIn3Ni,21.2309,22.6966,1.4657
TlInPbW2,42.1986,43.6077,1.4091
AsIr2W,34.8445,38.0018,3.1574
TaInNi2,10.4659,15.5881,5.1222
Ac6PSe2S3,53.1783,50.0756,-3.1027
CdTe2PI,27.9116,25.4939,-2.4177
Dy(ScB3)2,3.894,7.2116,3.3176
InSb2Ru,31.4292,28.362,-3.0673
Ca2In17,18.2083,19.0911,0.8828
LiYC,31.5423,26.9446,-4.5977
Sr17Ca2,13.4491,13.6114,0.1624
NaBRh,25.9779,21.3873,-4.5906
TcOs2Br,47.9142,46.6299,-1.2843
Cd17In2,19.3144,19.8547,0.5403
LiV(SO4)2,0.0,0.0,0.0
TaCu2Au,21.4375,27.3415,5.9039
TaIrAu2,37.8903,44.0846,6.1944
NaB11,0.0,0.4568,0.4568
PaBe11,3.3563,4.2673,0.911
PuB11,0.6291,4.1265,3.4974
NpB11,0.6288,3.9252,3.2963
Tb5Sm5Tm,26.555,28.0261,1.471
La(FeNi)2,42.2872,29.6478,-12.6394
TaAgIr2,38.5607,40.2747,1.714
