Formula,E_hull_DFT (eV/atom),E_hull_ML (eV/atom),Delta (ML - DFT)
Ca2GaCu,8.0102,7.7914,-0.2188
ZnInBi2H,27.5297,28.3798,0.8501
SrOsRuPb2,35.9883,37.5178,1.5295
BeAgTeI2,31.9006,30.8862,-1.0144
U3AsS3,54.0906,48.3657,-5.725
FePbW,36.0154,35.572,-0.4434
CaMo2Ru,16.5152,17.153,0.6377
FeOs2W,103.8901,82.5235,-21.3666
Y3Mo,19.9521,15.2121,-4.74
Ac8InPd3I4,41.7406,42.91,1.1694
MnAuS2Cl,53.2658,42.4568,-10.8089
ScZnNi2,6.6718,10.0309,3.3591
In2ReTc,43.7956,42.1069,-1.6887
Rb2TePtI6,26.7125,23.548,-3.1645
NiPdBr2,12.2742,13.6232,1.349
MnTl(H4Au)2,20.777,20.2699,-0.5072
TaAl2Au,17.1665,22.7026,5.5361
Pr4Ir2O,11.7679,11.928,0.1601
TlWAu,46.1729,48.8875,2.7146
Be2BiMo2,16.0711,15.4284,-0.6427
Ce2Si3Pd4Au,20.9061,19.8678,-1.0383
ThTe7Pb5,43.1811,43.1034,-0.0777
Pm3Sn3Ru,26.659,25.418,-1.241
In2ReTc,43.751,42.1069,-1.644
Sm3Sn3Ru,15.5537,19.7562,4.2026
Pr2PuBi,29.1864,32.3339,3.1474
InTcHRh2,42.2011,34.0163,-8.1849
AlReN3,60.2171,56.5497,-3.6674
Tb4PrHo10,26.1173,27.6038,1.4865
Ac2Ga2Ag3,34.0375,32.4716,-1.566
TbTm5Al4,18.8681,21.407,2.5389
FeCoP,4.5632,23.6284,19.0651
LiCu2TeH,13.5679,13.0288,-0.539
Pr4Sm10Er,17.6813,19.257,1.5757
Na3(SnBr4)2,14.9751,14.7274,-0.2477
Pr10Nd4Tm,5.7249,7.1822,1.4573
Na3(Tl4Cd)2,39.8608,39.0599,-0.8009
Ca2InGaH,7.3537,8.4382,1.0846
Ba8Na3Pt2,19.1841,13.2674,-5.9167
Na3(CdHg4)2,8.3204,7.4907,-0.8297
Na3(CdIn4)2,20.8056,20.5405,-0.2652
Na3(CoCl4)2,4.5156,4.4665,-0.0492
PaTc2Sb,74.4148,66.8804,-7.5344
UCuSn,62.4029,58.5355,-3.8673
Sm3Os2Au,44.567,41.7069,-2.8601
Cr(AgI2)2,23.1619,21.5961,-1.5658
Tb2AlGa4Cu3,12.4777,12.1572,-0.3206
Li3(WO4)2,22.726,21.6825,-1.0434
CsRbAu4,35.7472,36.639,0.8918
PaBeGe,7.4288,15.0015,7.5727
HfMnBe,73.0366,57.3458,-15.6908
LiTeI,21.4784,21.0159,-0.4625
RbBaCr2,10.8957,8.4254,-2.4703
MnBeRu,31.0522,28.7363,-2.3159
PuBeIr,28.7632,34.7935,6.0303
RbFe2Cl7,5.1159,4.4989,-0.617
Eu2ErPd,25.6535,28.1829,2.5294
BeInW2,20.6961,30.5017,9.8056
BeReMo,13.8606,16.1196,2.259
As2OsC,24.6718,24.1883,-0.4835
RbReNi2Rh,38.862,26.4763,-12.3857
YMo2,23.0129,17.7148,-5.2981
Sc2ReSn,40.7525,34.4143,-6.3382
AcGa2Ag,27.9064,28.4848,0.5784
LaBeN,40.1118,31.0211,-9.0907
CrFeOs,31.8613,22.0576,-9.8037
Zr2SnHAu,52.5233,44.852,-7.6713
K2SiSn,14.5764,12.6425,-1.9339
CaTm(CuS2)2,34.4061,27.2127,-7.1935
Ce2TlAu2,33.6809,36.3596,2.6787
NbAl3Au,40.5113,35.97,-4.5413
TmTl2GeS4,45.2723,37.907,-7.3653
Zr2TaMo,62.4196,55.6832,-6.7363
CdReTc2,90.6767,76.5665,-14.1102
Ac(GaAg2)2,29.2557,26.6205,-2.6351
RbPIr,9.3256,8.6177,-0.7079
CdReTc3,93.8217,78.2925,-15.5291
Rb4Pu3InTe8,35.3218,33.9108,-1.411
Rb4U3InTe8,34.8435,33.4694,-1.3741
CeZrTc2,77.0266,67.311,-9.7155
AcHo(AlGa)2,18.7372,20.9296,2.1923
NdTcTe,46.2212,42.8895,-3.3317
Ba2SiGe3,2.3765,2.6115,0.235
S2I,45.854,36.412,-9.4421
Sm3Al3Si2Ir,31.9076,27.33,-4.5775
Ga2FeBiOs,32.1014,29.0578,-3.0437
Pu(HfSc3)2,35.5476,29.1901,-6.3575
CuGe2As,4.6844,8.0153,3.3309
ScCd2Cl,28.9177,27.8384,-1.0793
MoS2,34.8459,32.4776,-2.3683
Cs3Ba5I12,6.5138,8.1472,1.6333
Hf2ThSc6,35.7588,29.0533,-6.7055
Si2Se2O,21.2296,14.4459,-6.7838
NbAgTe4,56.7703,49.7616,-7.0087
In3SeS3,27.4704,21.4082,-6.0622
In2BiSb,34.7482,33.1912,-1.557
HfIr3Se,65.2546,56.6178,-8.6368
TaMo,15.1625,25.7081,10.5456
RbTa3N,29.846,30.2839,0.4379
HfIrSe2,70.9081,58.0664,-12.8417
YMo2,32.1629,17.7148,-14.448
Y4ZnCu2Ru,27.4708,21.8147,-5.6561
Tb2AlGa3Cu4,12.7833,11.9987,-0.7846
Cs2InPb,27.9495,29.0751,1.1256
SrCa2PbSe,42.0702,35.547,-6.5232
Nd3CuSi2Pt9,60.5588,41.7134,-18.8454
HfPa2In,74.5674,68.005,-6.5624
Rb2FeSn,3.0519,3.7766,0.7247
OsPdO3,2.3934,4.7127,2.3194
Tm4C2Br5,26.1433,23.8685,-2.2749
RbNaTcBr6,16.5379,14.9241,-1.6138
TaPtW,54.7713,49.2846,-5.4867
TaPt2W,63.3923,54.385,-9.0074
BaLiBr2,13.9484,12.8092,-1.1392
YMo5,23.7042,22.5391,-1.1651
MnCdAs,43.0675,37.4992,-5.5683
InAgSe2,37.0859,30.943,-6.1428
LaErC,40.5551,30.635,-9.9201
SbRu2S,33.7694,29.7064,-4.063
Y3Mo,27.2737,15.2121,-12.0617
GePbAu2,35.329,37.6999,2.3709
PmPrRe4,30.033,33.7237,3.6907
Y3Mo4,36.5575,26.9643,-9.5932
Sm(YEr3)2,20.4779,23.5349,3.057
Cs4Rb2Pd,16.994,17.1538,0.1598
LaPmC,39.103,29.2957,-9.8073
K2Tl4BiAu3,42.2315,42.4599,0.2284
NpMn6GaGe5,55.32,46.9032,-8.4168
AcAg4Sb,38.8988,34.094,-4.8048
YRePt4,68.4459,50.7924,-17.6535
Os4RuW,80.0314,70.2956,-9.7358
Sm6HoEr,25.9868,27.7939,1.8072
Ce2GeAu,20.4181,23.4758,3.0578
CeMnC,53.3001,42.7642,-10.5358
CsNa2InAg,24.9695,21.94,-3.0294
YRe2Pt,37.6202,37.5767,-0.0435
Ca3GePb,15.0688,16.3147,1.2459
Nd5YTl8,38.5306,40.0135,1.4829
Pr(BiO2)2,12.1226,12.6837,0.5611
HfBiO3,13.9765,12.5519,-1.4246
Pm3Bi3O,27.1111,30.6258,3.5147
CeMoC,24.6555,22.3378,-2.3177
SrFe2SiSe,27.5102,19.872,-7.6382
CaPr2SmSb4,24.9419,20.6182,-4.3237
LuHfSi2,51.2292,39.3666,-11.8626
Re3TcRh,54.8256,50.2118,-4.6138
RbTlZnGeSe,24.515,21.7219,-2.7931
MnAs4Rh,32.0585,26.8422,-5.2163
Re2TcRh,47.6538,45.4056,-2.2482
YRe2Pt,45.9474,37.5767,-8.3707
Ta4TcPt,55.1265,50.8771,-4.2493
La2NdGe,28.5908,21.9434,-6.6474
Ba3CrTe,13.6879,11.9731,-1.7148
YRe2Pt,45.9801,37.5767,-8.4035
MnVS2,78.0108,59.5907,-18.42
La2PrGe,21.2268,14.5443,-6.6825
Nb2AgSn2,65.2861,56.0514,-9.2347
FeCuP2Cl,21.2308,17.0513,-4.1795
Ac3AgC,57.1856,53.6002,-3.5854
YTiRe2,33.7621,31.7194,-2.0427
La2SmGe,28.6988,22.0687,-6.6301
Te2IrW,42.5755,43.2793,0.7038
Te2IrW,42.4376,43.2793,0.8417
YRePt3,64.7211,47.6944,-17.0267
Ac3Tm3ScSe8,43.2861,39.1928,-4.0933
Y4AlAg,24.8416,22.7789,-2.0628
InOsIO2,37.7208,33.0514,-4.6694
Ac(Cd4Ag)2,25.6107,24.9167,-0.694
LiPm3(Ge3Pd)2,13.3357,14.5353,1.1996
InTcAs2,33.3388,31.7431,-1.5957
Tb2(CoCu)5,35.847,28.3366,-7.5104
TlNi2RhI8,24.5667,23.6106,-0.9561
Hf2VGeH,84.8084,62.7452,-22.0632
CuIr2W,32.8884,37.5089,4.6206
CuIr2W,33.1433,37.5089,4.3656
Ac2Nd8Ho3,31.8139,33.1859,1.372
InHgAu2,26.0377,27.4716,1.434
YTa,34.9753,30.7521,-4.2232
Re2Br,22.5368,31.726,9.1892
Ac2Nd8Tm3,32.3577,33.6682,1.3105
Ba2Sn3SbPt4,45.7245,33.1341,-12.5904
GdTiNbBi2O9,10.8616,12.1576,1.296
Re2Br,22.2677,31.726,9.4583
Ca2ReHI,14.8772,15.5644,0.6871
Ac2Tb3Nd8,31.4165,32.8345,1.418
YMn2Al,69.213,55.8485,-13.3645
Th2(CoCu)5,42.4086,35.0994,-7.3091
PrNiC,23.7176,17.1857,-6.5319
Rb4PmNp3Te8,35.23,34.0095,-1.2205
TaBiO3,0.0,0.0,0.0
NbTc,117.0506,99.749,-17.3016
ZrSb2HI,42.5579,34.1585,-8.3994
HfV2GeH,81.8944,62.3031,-19.5913
ZnSi2P,14.9039,13.1081,-1.7958
PaNbSb2,74.4274,64.2656,-10.1619
ZnP2SeCl,16.2495,13.69,-2.5595
PuIn2Pb,34.9819,37.931,2.9491
NaAc(PrTe2)2,29.5974,28.6493,-0.9481
Mn(S3Br)2,51.3987,39.8298,-11.5689
RbNa2LiMo,16.2764,13.5396,-2.7369
Mn(CuAg)2,31.8738,26.5969,-5.2769
Rb2NaLiBr,15.0467,12.0023,-3.0443
V2CuSi,64.2897,51.5603,-12.7295
YThGa,30.0752,32.2021,2.1269
Pa3FeSb,57.2651,56.2674,-0.9977
PdRuPb2Br,36.9058,34.7807,-2.1251
Cu8Ni3Rh2,13.4024,12.3375,-1.0649
BaZnPCl2,6.215,5.7699,-0.445
La2AsC,36.6394,26.7513,-9.8881
PaBiPb,58.2312,61.6369,3.4057
CrIn5Ir,22.4081,22.4912,0.0831
SmIrC,40.7588,35.2114,-5.5473
Ni3(PdSe4)2,33.6198,28.9056,-4.7142
CsTiP2,3.3378,6.3323,2.9945
MnCr2Sn,28.0863,24.3372,-3.7491
Ni3(PtSe4)2,44.6505,34.5616,-10.0889
Ni3(RhSe4)2,38.3621,29.9712,-8.3909
SiSnP,12.8202,12.9492,0.129
LiCrAgGe,12.6344,12.0385,-0.5959
SmGeRh2,25.5457,21.9134,-3.6323
Lu6Sb2Ru,33.4543,33.744,0.2897
Nd2(CuIr)5,24.7473,26.8381,2.0907
Ho3PuAg3Se8,41.2803,35.3209,-5.9594
InTc2W,61.2963,57.6831,-3.6132
CoTc2As,54.9018,47.6836,-7.2181
Ni2Ir3Rh8,41.5131,33.7998,-7.7133
YNiOs2,54.6732,37.4825,-17.1907
Zn2Ni3Pt8,57.6511,40.0404,-17.6107
GdCoAu,19.0674,20.4128,1.3454
Cs2BaSb6,34.9845,28.7579,-6.2265
Y2Ga3Ag,14.2236,14.1174,-0.1062
Pm2GeSb,19.4279,21.9713,2.5434
LiEuRhPb,32.2598,30.2334,-2.0264
Zr2MnRu,77.7121,59.7004,-18.0117
BaPbSe2,36.0178,33.0398,-2.978
Gd2MgMn,40.2488,37.1697,-3.0791
YHoRu,25.2431,22.9019,-2.3412
CrCu2Pt,30.3373,21.3371,-9.0001
Fe2GeW,13.7353,16.152,2.4167
ZnIn2ReOs,36.2323,32.019,-4.2133
LuThIr2,45.8878,50.1761,4.2883
Cu2SiBr,14.6743,11.9924,-2.6819
NdYNbN3,38.9166,34.4129,-4.5037
Li2BeMo,7.6166,6.7357,-0.881
Ba2HfTi,46.072,34.439,-11.633
NpInAu2,40.3693,43.395,3.0257
BaHfTi3,43.0037,32.8296,-10.1741
RbBe3W,17.366,13.3669,-3.9991
Pm3SI3,22.4289,22.9026,0.4736
TlReTc3,75.3972,67.2828,-8.1144
CrGa2Tc,29.5972,27.4038,-2.1934
CoAsW2,28.506,29.7698,1.2638
TcAsAu2,49.6257,45.3411,-4.2846
Sc2TaTiBr,57.2303,48.1722,-9.0581
Li2CaCr,10.3182,9.9198,-0.3984
BaZnTc2,43.9338,38.4738,-5.46
Sr2PmHfAs4,33.3317,26.2346,-7.0971
KPr2(CuSe2)2,22.6274,18.5201,-4.1073
La2Nd2DyY,27.3353,23.615,-3.7203
Sr3Tb2HfAs6,28.6482,22.8989,-5.7493
LaPrSm2,24.2408,22.5129,-1.7278
Li4WAu,15.021,17.0452,2.0242
Co2SbSe2,31.8813,25.7639,-6.1174
Ta2TlAu,43.4988,41.3683,-2.1305
CoSb2Se,37.6269,29.2093,-8.4177
ZrNiRu2C,43.465,35.945,-7.5199
Na3BiTe3,32.8016,30.0152,-2.7863
Ta2GeMo,24.5625,29.6442,5.0816
BeVCoRh,52.2677,39.2655,-13.0022
La2SbPt6,75.2589,50.3288,-24.9301
LiY2Mg,6.1712,10.0451,3.8739
TaGeMo,11.1552,18.569,7.4138
LuAs2Au,24.672,23.1977,-1.4743
BaSn2Ge,0.4277,3.6316,3.2039
AcCd2Ag9,32.1025,27.8124,-4.2902
La5Cu5Ir2,31.2662,24.4319,-6.8343
BiOsRuSe2,42.6561,39.3999,-3.2562
TaZnSb,30.3043,28.9344,-1.3699
Cs(RbCd)2,12.472,12.5546,0.0826
Al2CrNi,15.7221,16.7193,0.9971
Pu6SbPb2,64.6143,65.538,0.9237
In4NiIr,22.3512,23.8611,1.5099
Y3Ta,30.2358,26.2056,-4.0302
AlCoAs,27.0938,20.8531,-6.2407
Be4OsSe,15.0948,15.4278,0.333
CaTb2NdSb4,32.4994,28.6931,-3.8063
Y3Ta,37.8188,26.2056,-11.6132
AlCo2As,24.4779,18.0318,-6.4461
CoSbW2,34.6677,34.33,-0.3377
BaHfSnH2,34.3412,25.7626,-8.5786
Li2AcAg4,27.3148,24.3543,-2.9606
Ru4WBr,42.9855,33.0612,-9.9243
Pa2TcGe,58.9966,59.027,0.0304
K2HoErTe4,29.8915,29.4046,-0.4869
Sc2InBr6,12.3176,10.2513,-2.0663
La(ScCd3)2,19.4119,18.8065,-0.6054
Rb(ScBr3)2,9.9378,7.9047,-2.0331
CoAs2IrI,22.792,21.7735,-1.0184
LiAc3Ag8,36.9065,33.3752,-3.5313
Ce(ScCd3)2,16.4655,17.9472,1.4816
La3CrCu,35.979,24.7634,-11.2156
Mn2TcS,87.5652,71.0117,-16.5535
Li4AcAg5,22.1425,19.7302,-2.4122
BaAcGe2,7.0136,11.1274,4.1139
Pu2Si4Ni3Os,25.7446,24.7724,-0.9722
Pr(ScCd3)2,13.1382,14.6716,1.5334
Zn2CoTc,35.6089,28.199,-7.4099
ThMgRe,29.7418,36.2444,6.5026
Ba8Ac,7.2211,8.3285,1.1074
Nd3Sm2Sb3,25.8744,24.4764,-1.398
Hf2SiSn,82.8543,59.8684,-22.986
GdInSn2,22.1875,23.7934,1.6059
CePbAu4,44.0469,45.761,1.7142
Np3Ag3PdSe8,46.567,40.3561,-6.211
PaBiSb2,52.6998,49.0949,-3.6049
Ir3PdRu,38.8095,37.3916,-1.4179
Th3Tl3PdSe8,49.1893,44.3893,-4.8
Ce(Th3Sc)2,48.0527,50.4823,2.4296
La2TaAu,47.0136,39.4291,-7.5844
YTa2Co,62.7532,49.1399,-13.6133
Tb2Pm3NdAs6,16.1884,18.4856,2.2971
GdGa3Ir2,15.4925,18.9293,3.4367
Ce3SmGa8,13.3851,14.9491,1.5639
Ac2TlCuO6,17.4414,19.9808,2.5394
Fe2Au,16.0151,18.6879,2.6728
La2TaAu,47.0706,39.4291,-7.6415
Ac(PmSb)3,21.8003,21.791,-0.0093
TlGaPdPtSe,40.627,33.5674,-7.0597
LiPaSb2,38.9915,36.0794,-2.9121
GeSbPt2,18.4381,8.7811,-9.6569
Zr2GaN,42.0606,37.5979,-4.4626
Ca2GdRh,22.1675,20.0931,-2.0744
Al3(GaO4)2,10.6323,10.5709,-0.0615
Sc3Se3S,15.0186,14.5692,-0.4495
Hf3Zr,122.7766,88.351,-34.4256
Ag2OsW,100.6037,79.0995,-21.5042
Sm8Pt3RhI4,37.0297,31.1722,-5.8576
AgOsW2,134.8443,104.5408,-30.3035
RhAuI3,33.5331,30.5425,-2.9906
Ta2ReAu,40.1845,47.0251,6.8406
La(ScCu3)2,25.1634,20.227,-4.9364
Sm4TmTh3S8,47.0296,40.2899,-6.7398
Ca(TlGe)2,21.7051,23.7168,2.0118
Be(InSn)2,15.9335,14.7769,-1.1566
Tb(ScCu3)2,22.3885,19.8007,-2.5878
Pb(SBr)3,37.637,30.897,-6.74
Ac3Te3S,35.9181,37.1588,1.2407
TaAsPd5,18.9886,21.3285,2.34
Er(Th3Sc)2,41.9596,45.0439,3.0843
ZrPd3,30.3681,28.4425,-1.9255
Tb10DyTh4,37.5594,39.3563,1.7969
V2PIr,75.1706,60.5884,-14.5822
Pu2GeAs,29.9485,34.579,4.6305
ZrTe3,50.2997,43.4828,-6.817
AsPSeCl2,27.6344,24.7526,-2.8818
In2GeW,22.7864,25.1334,2.3471
CoTcNiI2,46.5263,37.773,-8.7534
SrNiH3,3.5115,2.9781,-0.5335
LaGePt2,39.7415,25.1597,-14.5819
LaPm2Ge,11.5392,12.2782,0.739
Pm(ScGa3)2,9.9368,10.8418,0.905
PmLuRu2,28.9368,28.8232,-0.1136
LaSm2Ge,11.7033,11.869,0.1658
La8RuPt3I4,49.8602,34.0824,-15.7778
La2TlIn2,34.3651,29.3848,-4.9803
Pr(ScGa3)2,10.4955,9.8058,-0.6896
Pu2NpGe,44.1017,49.4608,5.3591
PuBi2,37.1134,42.6863,5.5728
P(HPd2)6,11.3331,12.1534,0.8203
AgSnPRu2,18.849,18.3067,-0.5423
Y3Ta,37.8143,26.2056,-11.6087
BaAgRuC2,36.8823,27.7161,-9.1663
UGePt2,56.1529,44.4678,-11.6851
RhW2Br,35.3851,34.0368,-1.3482
Ni3TeC,26.3032,22.4642,-3.839
Na2AgGeCl5,7.949,7.4571,-0.4919
Zn2SnMo2,20.8219,18.7064,-2.1155
Na2CuAgCl5,8.2908,7.2434,-1.0475
KNa2SnCl5,6.5786,6.9494,0.3708
Rb3TbPu3Se8,40.7975,36.0423,-4.7552
In2AgAs,20.3677,20.3454,-0.0222
Ac2Sn3GeIr4,36.8594,39.0965,2.2371
AlCoTe2,35.6984,29.3121,-6.3862
PmZnC,25.4185,24.8434,-0.5752
In2AgAs2,14.9512,14.9773,0.0261
ZnSn3Mo,29.9897,25.4178,-4.5719
CdIn2Si,18.7195,18.221,-0.4985
Nd(Y5Th2)2,28.8739,30.4717,1.5977
Ce(Pr2Y5)2,10.6902,11.7547,1.0646
Rb2ZnAg,9.7164,8.4431,-1.2733
RbCr3Co,10.2369,9.035,-1.2018
SrBeInGa,15.0248,12.686,-2.3388
Tb3CeSb3,16.474,16.3395,-0.1346
ZrTaC,54.3495,56.3977,2.0483
TmSc3S,27.606,26.6903,-0.9158
TaAu2,44.1474,46.6499,2.5025
LiTmTh2S5,41.4081,35.0389,-6.3692
TmGe2Os,15.6839,19.4342,3.7503
K3Cd2PbCl9,9.6313,10.0035,0.3722
La(Pm2Sb)2,34.4805,30.2952,-4.1853
Ti2Ge2Bi,11.4904,18.8719,7.3815
CaMnRh2,50.5363,39.1349,-11.4014
SmTcGe2,13.7284,16.4025,2.674
PaTi3Sb2,21.2051,20.966,-0.2391
CrW2Au,33.6917,37.5833,3.8916
Sr2TmPbS4,40.5579,33.6701,-6.8878
LuVSi,58.8388,48.3194,-10.5194
La(CuNi2)2,13.1838,12.0892,-1.0946
CrWAu3,39.7294,40.1172,0.3878
K(SnAu)3,27.336,28.4963,1.1602
TbPd3(RhO3)4,21.7944,18.4276,-3.3669
NbSi3As,48.7816,37.4659,-11.3157
Mn2Si2Au,48.3901,39.911,-8.4791
LiAc2Ag,40.1468,40.6328,0.4859
YTaCu3,30.0834,25.4559,-4.6275
MnRu2Pb,46.3894,39.8567,-6.5327
Ge2AuSe2,28.735,25.7176,-3.0174
TlCuW2,34.7181,33.4683,-1.2498
Pm6PrSc2,13.7027,15.2436,1.5409
Na3(TlPb4)2,45.8692,45.1466,-0.7226
ZrPa2Sb,69.5755,64.9353,-4.6402
PuThGe2,32.4856,37.2974,4.8118
Pu2GeSb,39.8057,42.0984,2.2927
MoH2AuC,25.5459,23.0101,-2.5358
LiAcAg3,31.6992,28.8356,-2.8636
Tl2AgW,76.9255,64.8683,-12.0572
Ru2AuBr,28.6229,27.6162,-1.0067
NdTc2PC,46.4008,39.7656,-6.6352
MgCuBi,18.2163,16.8556,-1.3607
Pa3Pb,63.6996,67.7238,4.0241
Tm2RuS,32.5443,31.6897,-0.8546
TlAgW2,73.6015,63.4062,-10.1953
HfPa2Au,81.3088,74.5365,-6.7722
ZrTeBr,44.117,40.9035,-3.2135
Tl2AgW,76.7969,64.8683,-11.9287
AgMo2IrI,32.3517,27.4801,-4.8717
Pr2SmSc,14.6533,14.0271,-0.6261
Li4AcAg8,24.2106,20.8195,-3.3911
CsIrO2,16.9356,20.5729,3.6373
Ba2InPb2,21.8644,24.2234,2.359
Hf2Rh2Pb,79.0613,59.4381,-19.6231
Sr2YW,31.674,22.935,-8.7389
TlCrAg2,30.9713,27.857,-3.1143
AgMoIr,34.196,32.599,-1.597
CsZrNbAg2,66.265,53.8099,-12.4551
MnSi3Te,37.5301,28.6838,-8.8463
Tl2CrAg,35.9199,34.4262,-1.4937
Re2OsW,104.114,87.9941,-16.12
Th8SbTe4Ir3,53.4669,53.3456,-0.1213
In2SiSn2,17.858,15.8295,-2.0285
Nd8Bi3SbTe4,34.6563,34.6473,-0.0089
CuSiTc2,52.8596,47.836,-5.0236
UAg3Pb3Se8,46.606,40.6623,-5.9438
Si2AgSb,27.0045,20.4157,-6.5888
AcGdAg,41.7079,41.7615,0.0536
Tm5Tl2SO,28.2581,30.3676,2.1096
TaAu3,44.8001,47.0285,2.2284
CsP(HO)2,0.0,-0.0,-0.0
SeBrCl2,17.4048,16.0185,-1.3863
Na8Cd3In2,22.6027,19.6005,-3.0022
K2ZnTcPt,43.6096,33.8893,-9.7202
Na8Cd3Sn2,22.7104,19.9216,-2.7888
ThAs2PbO8,24.1375,22.8338,-1.3037
NaNbSiC2,62.3128,46.3297,-15.9831
LaBeCr2,19.4611,15.953,-3.5081
CdIrW,33.9781,39.0811,5.103
AcTbAgHg,30.1986,30.9349,0.7363
YWO2,36.8209,35.4982,-1.3226
YWO2,28.7988,35.4982,6.6994
ZrReSi3,38.4903,29.902,-8.5883
ZrReSi2,41.8538,35.8649,-5.9889
RbAgTeRh2,36.5738,27.8409,-8.7328
Ca2(CuAg)5,17.8977,14.5982,-3.2996
TbPmLuPa,38.4491,42.1992,3.7502
CaNiC,22.5267,18.1497,-4.377
SrY(WO4)2,21.0438,19.8863,-1.1575
Y6TmSc2,7.7097,10.6703,2.9606
Y3WO,41.5372,31.081,-10.4562
Nd10Ho4Sc,24.653,26.2457,1.5927
Ta2TlC,37.3279,39.842,2.5141
Pr2(HoCd)3,16.4386,17.8482,1.4095
CePrC,26.7854,22.5721,-4.2133
CsZrNi2Br,30.2788,26.2957,-3.9832
CeSmC,36.6733,32.5632,-4.11
Cd2InRe,54.2588,46.7577,-7.5012
AcTbAg4,35.7897,33.1174,-2.6722
TcBi2PCl,44.4026,41.2059,-3.1967
RbHfGa,46.9696,34.8589,-12.1108
Mg6NiRh2,9.3414,8.6283,-0.7131
Cr2AgIr,24.5758,22.6004,-1.9755
Zr(BeGe)2,18.2183,16.6305,-1.5878
AcTbAg4,35.9351,33.1174,-2.8177
CrAgIr3,37.8796,36.1072,-1.7723
Ho6Er12In,28.6039,29.7978,1.1939
Er12Tm5Zr2,37.1307,36.1008,-1.0299
Ce2TmSc6,6.5176,9.0262,2.5086
Rb2HfGa,40.2463,29.2204,-11.0259
Lu2CoHg,17.9731,20.8389,2.8657
RbHfGa3,35.8067,27.1435,-8.6632
MnAgSn,45.5898,38.5767,-7.0131
AcTb2Ag3,35.0008,33.8141,-1.1867
SrYW2,39.5711,27.0002,-12.5709
LiTePt,43.8683,34.6831,-9.1852
LiAc2Zn3Ag4,27.5365,25.836,-1.7006
YHo2Ru,19.3671,18.4031,-0.9639
Fe3TcN,21.1785,19.1693,-2.0092
Sr2YW,31.7276,22.935,-8.7926
Pu(Zr3Sc)2,74.7666,62.19,-12.5766
YTaIr,55.0708,50.6255,-4.4453
TaPb2Au,47.998,50.3459,2.3479
FeTcN3,20.304,18.5862,-1.7178
SrCo2Ru,11.4283,15.1796,3.7514
SrYW2,45.6585,27.0002,-18.6583
Tb10Pm4Y,25.6903,27.3877,1.6974
Ac2AuI,48.9373,52.1815,3.2441
CoCu2Si,25.4022,20.265,-5.1372
Er6Te3C,30.3502,28.6504,-1.6998
TaTl2Au,47.4411,48.5111,1.07
SrY2W,32.9225,23.9254,-8.997
TaTl2Au,47.376,48.5111,1.1351
HfMn3S,99.7431,76.4209,-23.3223
ZrMnS3,73.3171,55.076,-18.2411
CeCF,22.0139,19.2381,-2.7759
SiNi2,8.836,9.1529,0.3169
Mg2Cu2Bi,19.6645,16.3351,-3.3294
UCF,35.6138,33.5295,-2.0843
EuLuGa,23.2412,25.5788,2.3376
Y3NbGe,40.7486,34.9365,-5.8121
TaTe2Au,42.1544,43.3945,1.2402
BeCuSn3,35.0195,29.3312,-5.6883
ScMoH2I,16.8579,16.1068,-0.7511
Cr2InTc,32.9195,30.3031,-2.6164
Ti(GeAu)2,23.9178,26.9159,2.9981
AcPm2(InAg)2,30.5992,31.0051,0.4059
In2GeRuBr,19.0157,18.3761,-0.6395
La4Pm2YTm2,36.8575,29.9367,-6.9208
NiRh2PbC,43.6945,34.4258,-9.2688
InRu2Br,21.541,20.7513,-0.7897
TaRe2Au,41.0624,46.5985,5.5361
Sm4Tm10Sc,27.7116,29.4283,1.7167
Ac(In2Ag)4,26.6735,25.4715,-1.202
TaReAu,42.3736,46.1199,3.7463
EuDy2Ag,28.6216,29.354,0.7324
TeHCI2,31.4753,26.444,-5.0313
TaReAu2,42.9433,46.6105,3.6672
Hf3CuSb,96.8152,69.9849,-26.8303
HfCuSb2,54.1687,40.6136,-13.555
V2CdSi,73.169,57.8332,-15.3358
Ac(In2Ag)6,25.806,24.1799,-1.6261
CdCu2OsSe,25.8285,24.5345,-1.294
LaTaAu2,45.9762,43.7906,-2.1856
Be2GaSe,10.9234,11.5192,0.5958
Mg3(IrO4)2,6.4516,8.5945,2.1429
Mg3Nb2O8,20.3491,17.9563,-2.3928
Rb4La3ScTe8,30.6217,25.3938,-5.2279
Ca2SbMo,19.3694,18.1464,-1.223
Cr2SbSe,27.6833,23.1339,-4.5494
LaY2Pb,32.7276,30.2097,-2.5178
In2GaBiPb,27.9676,30.1485,2.1809
Sn2Sb3,31.5642,26.7097,-4.8545
BaH2OsO4,4.9041,5.917,1.0129
Rb(CoRe)2,12.496,17.7559,5.2599
Er12Th7Sc,41.2346,42.8397,1.6051
CsSbOF2,49.2534,44.0639,-5.1895
Mn2FeS,67.1712,53.642,-13.5291
AcIn3Ag8,31.1401,27.3851,-3.755
LiTeW2,30.7332,32.6283,1.8951
MnIn2As,37.5407,33.9465,-3.5942
K2TeSe,24.7155,22.2788,-2.4367
Er(PdAu2)3,32.1071,35.1618,3.0547
Ac2InAg4,39.2374,36.5585,-2.6789
LaYNiPd,58.4529,49.5676,-8.8852
Er6HPb2,26.5107,28.7609,2.2502
La(YPb)2,36.774,35.1414,-1.6327
