Formula,E_hull_DFT (eV/atom),E_hull_ML (eV/atom),Delta (ML - DFT)
MoAu3,25.4051,39.2957,13.8906
InBSb3,32.7066,27.5368,-5.1698
NaPr(MoO4)2,16.6591,13.7839,-2.8752
Pm7PdRh4,31.6851,28.0592,-3.6259
La7PtRh4,53.2217,38.1282,-15.0934
TaFeP2,28.7008,25.8715,-2.8293
Rb2AcMo2O7,18.0234,16.0927,-1.9308
Ti4VBi,26.5033,25.2902,-1.2132
TbTlPbAu,44.0394,46.2571,2.2177
RbAcMoO4,12.9725,12.1978,-0.7747
Pr12Dy2Ho,0.0,0.0,0.0
Ac7Pt4Rh,70.6327,61.9918,-8.6408
KHfSiIr2,54.1642,44.1176,-10.0466
MnMo3,6.3192,10.6547,4.3355
IrPt7Rh4,72.2128,54.1166,-18.0962
LiNdPb5,40.9084,41.8665,0.9581
MnSe3,46.5024,34.2299,-12.2725
Ir4RuRh7,48.1631,41.4571,-6.706
LiHoNi5,0.0,0.0,0.0
Cr8As,9.647,8.3195,-1.3275
Tb2Pm12Sc,19.9516,21.3321,1.3805
Cs2CoTcI6,28.087,26.6795,-1.4075
CaEr4S7,41.2866,33.2713,-8.0153
Ta3Mn,19.832,24.3574,4.5254
Tb(Fe5B)2,0.0,0.0,0.0
Pm(Fe5B)2,0.0,0.0,0.0
ZrAl3Ni,11.0038,12.6292,1.6254
CaTb4S7,40.3552,32.3091,-8.0462
Sr2LaP,20.416,18.6546,-1.7613
CaPr4S7,30.6909,21.8722,-8.8187
CaTm4S7,41.7215,33.6946,-8.0269
LiCuCO3,2.2214,6.5912,4.3698
CaPm4S7,39.7696,31.6898,-8.0798
Li3VOF5,16.0857,13.173,-2.9127
Pm12Pr2Sc,15.7229,17.2161,1.4932
Tb2Sm12Sc,19.4143,21.562,2.1478
Sm12Er2Sc,19.7971,21.9295,2.1324
TcPPt2,68.9158,52.7392,-16.1766
La4Pm5Er4,34.4944,31.0866,-3.4078
Hf6Si2Ir,103.3176,73.9965,-29.321
Li7Pr3Ge4,3.62,2.944,-0.676
CeSm4S7,41.5205,33.4477,-8.0729
LiTbIn5,18.4961,18.9231,0.427
YInBi2,36.612,37.3164,0.7043
Dy4ErS7,42.6383,34.757,-7.8813
Np4CrS7,56.0726,47.22,-8.8526
RbGe4S7,32.0496,23.4918,-8.5578
Pr3CBr3,7.4326,4.175,-3.2576
Pr(ThSe2)6,49.4131,43.9725,-5.4406
SrLaP,11.6348,19.3268,7.692
U(Ni5B)2,10.0114,12.3114,2.3
TaCu2Br,15.4495,17.0755,1.6261
AlCuSi3,11.338,7.0062,-4.3318
Li4Ac5Au4,39.0213,40.243,1.2216
AlCr2Cu,8.4294,7.731,-0.6984
LiNiF5,2.5564,3.9758,1.4194
Li4La5Ag4,29.515,22.4735,-7.0415
Li7Mg3Hg4,3.052,2.8506,-0.2013
Ga4SnS7,32.6514,25.3073,-7.3441
Tm4Cd3Ag2,26.7103,26.9855,0.2752
Ca3MoO6,34.5002,30.8488,-3.6514
La4Ag3Au2,43.4622,36.1047,-7.3575
Li7Pm3Tl4,19.8253,20.7782,0.9529
CaMoP2Ru,25.4783,20.9271,-4.5512
Y4BiPd,20.1242,21.186,1.0617
Sr3HfIr,50.7495,38.6222,-12.1273
In4PbS7,39.4477,32.0155,-7.4322
Cs3IO5,4.8298,5.1498,0.3199
Na2PmMoO6,7.9707,8.8743,0.9036
UGaCo5P2,19.4654,18.4023,-1.0631
Li5GaO4,0.0,0.0,0.0
LiHfGa5,26.3651,21.3838,-4.9813
Dy12ErTh2,27.9371,30.3341,2.397
Li2YMn,28.8658,25.2437,-3.6221
Ca2Ag2MoO6,29.0832,24.8102,-4.273
NpCdAu4,41.6888,44.8238,3.135
Sr2TaPt,46.9062,36.049,-10.8573
Ru(Pt2Rh)2,67.6403,48.6579,-18.9824
PaInRe,34.0145,39.3458,5.3313
CdCl3,5.4293,6.5719,1.1425
Li7Pr3Pt4,24.1859,17.6144,-6.5715
TlIn4S7,39.6142,31.5328,-8.0814
ZrMnFe2,55.5147,47.2119,-8.3028
Li7Pm3Pt4,30.5087,23.9469,-6.5618
Li7Pm3Hg4,7.8195,7.8437,0.0242
LiZrF5,10.953,11.6708,0.7178
Li7Pr3Au4,12.2701,13.2396,0.9695
Li7Pr3Hg4,2.7054,1.8264,-0.8791
Ba3Li7Sb4,15.676,12.7695,-2.9065
KLiGa5,7.6679,8.5797,0.9117
CsGa4S7,33.0372,25.2395,-7.7977
Ga4AuS7,35.2497,27.4963,-7.7535
InGa4S7,32.7971,25.2645,-7.5326
Ga4BiS7,35.7277,28.3163,-7.4115
LiTmIn5,19.105,19.5194,0.4144
Pr3TlAg,1.2784,4.0268,2.7484
CdGa4S7,32.8022,25.111,-7.6912
LiZr2AsO,53.0726,45.9621,-7.1105
Co3P5,12.438,9.0751,-3.3629
CaYPb6,43.9715,43.2032,-0.7683
AcTm2Ag,39.1899,39.3163,0.1264
TaTiCu,9.4672,14.9068,5.4396
NaLiTl5,39.8148,39.7151,-0.0997
LiMnPd5,26.8557,25.249,-1.6067
NaLiCd5,17.2449,17.1629,-0.0821
Pa4Cu5Ge6,17.5423,19.9408,2.3985
Ac2Ga4Ag3Pd,31.1806,27.7976,-3.3829
LiYMn,38.8073,33.2065,-5.6008
PmDy4S7,42.2705,34.4042,-7.8663
Mg5SnIr,10.8379,12.5626,1.7247
Rb4Cu5Te6,15.8605,15.0352,-0.8252
NpInCu,32.4045,34.6042,2.1997
Mn3P5,32.8219,25.9409,-6.8811
Li2YMn,28.8417,25.2437,-3.5981
Li2YMn,28.8586,25.2437,-3.6149
SrScCu,30.0903,24.5629,-5.5274
Sm4Sb8Pd3,33.787,30.574,-3.213
TcGeO2,19.075,17.1802,-1.8948
Ac4SmS7,54.612,46.656,-7.956
Li2YMn,28.9596,25.2437,-3.7159
Sm4ThS7,44.9766,37.1953,-7.7813
TbSm4S7,41.6261,33.7123,-7.9139
Li4La5Hg4,22.4525,16.8081,-5.6443
Ho3CdRh4,36.7671,30.4566,-6.3105
GaSbPbO5,22.7676,21.6971,-1.0705
Ac4CuAg2,46.8354,45.6994,-1.136
Mg5AlIn,5.1358,6.0765,0.9407
CaMgCu5,0.0,-0.0,-0.0
Ag2Ir,31.3999,31.5603,0.1604
ErMn3Ge2,50.1483,42.9151,-7.2333
Mg5AgPb,13.7744,13.5983,-0.1762
MgAsRu,13.2453,12.2267,-1.0186
CeNd2PN5,6.7784,7.2903,0.5119
PrPu2(CuSi)2,43.596,40.3049,-3.2911
Y2Th2Te7,40.2151,39.3752,-0.8399
Sc5Ti3N8,16.6638,17.6776,1.0139
LiY2Mn,32.038,28.7883,-3.2496
AlCuSi3,11.2193,7.0062,-4.2131
TaTe2Os,40.8644,41.7461,0.8818
LaErNiAu,33.1164,32.1206,-0.9958
TaTlTc2,69.1716,62.2962,-6.8754
HgN,0.0,1.2019,1.2019
Li3YMn,23.4883,20.124,-3.3643
Pu4Te8Pd3,44.7535,43.7943,-0.9591
ZrP6Pb,15.8991,15.9683,0.0692
AcPRu2N,34.005,32.3705,-1.6344
YErMg5,8.7722,9.1721,0.3999
Ac2In4Ga3Ag,26.1457,26.463,0.3173
AcTlAg4,39.9056,36.1971,-3.7086
La3Mg7Ir4,24.3149,22.6981,-1.6167
Th(Mn5Be)2,73.3114,58.763,-14.5484
SrLa2P,30.1422,24.5747,-5.5676
Sr2AlSi,22.3952,19.5078,-2.8874
MgMnCl5,12.2561,12.4573,0.2012
Cr3P,4.3245,27.5851,23.2606
Tb5(ScAg)2,22.7634,23.7643,1.0009
Er12Tm2Sc,23.5027,25.5975,2.0947
MgPdCl5,1.7355,3.1532,1.4177
Sr(SbP)2,17.6418,15.9878,-1.654
PaTaRe,48.031,53.7856,5.7546
Ba3(AlIn2)2,17.3972,15.5302,-1.867
Ba3Zr2MoO9,16.344,14.2334,-2.1105
TbNp4S7,57.2558,48.9432,-8.3126
Cu(AgHg)2,12.1587,10.4348,-1.7239
Pr6Ga3C,5.476,2.7803,-2.6957
AcLaAgTe,46.7369,42.0975,-4.6394
CeHo2Pb,33.2737,35.4584,2.1846
Ba3Pu2MoO9,13.0097,13.0483,0.0386
BaTc4S7,57.0882,43.1039,-13.9842
Zr3AlNi,46.4156,40.184,-6.2315
Sm2HoTm12,25.448,27.5846,2.1367
Ac4YS7,53.6801,45.569,-8.1111
Ba2B2MoO6,5.8974,5.3818,-0.5156
NbCoBr3,41.8029,33.164,-8.639
Pr3PbO7,4.0449,3.6753,-0.3696
Dy3HgPt2,42.5008,36.2461,-6.2547
Ac2CdAg7,36.5838,32.3323,-4.2515
DyThHgPt,45.0024,41.4006,-3.6018
La5(MgAl)4,21.3495,16.8232,-4.5263
MgMnPd5,27.0435,25.6037,-1.4397
Nd5(MgAl)4,11.3195,12.5041,1.1846
Ba2CdMoO6,9.2469,8.6652,-0.5817
MgNbRh5,55.4856,41.0797,-14.4059
CrGaPt6,68.9527,49.9803,-18.9724
AcAg(PS4)2,46.5044,38.4887,-8.0157
CoReBr3,22.0173,19.7428,-2.2745
ZrAsCl,38.5476,34.3978,-4.1497
Hf14ZrTa,134.2908,94.8391,-39.4517
PuHf14Zr,136.4738,97.1045,-39.3693
Li2YSb,10.5857,11.0652,0.4794
ReAgRu2,27.3187,28.0407,0.722
CsCd2Cl,16.3037,17.341,1.0373
Tb7ZnBr12,15.1245,15.782,0.6575
Y3(Ho3Sc)2,22.2769,21.9792,-0.2976
MnFeAu,53.0605,47.9993,-5.0612
Y5Ho2Sc,12.3301,12.727,0.3969
Pr3IrBr3,0.0,0.0,0.0
Ac3AgHg2,36.9794,36.9924,0.013
Pr5TmMg,2.1648,3.5957,1.4309
Pr7Ho12Th,18.946,19.8461,0.9001
KZnCu2,8.3429,9.5849,1.242
Ca3(AlSi2)2,22.0849,16.7929,-5.292
MgScZn5,0.0,2.2958,2.2958
CoNi2MoO6,18.6563,15.3995,-3.2568
PmHgPO5,0.0,1.1664,1.1664
FeCu2W,31.9848,29.6024,-2.3824
KPaCl6,11.2656,13.4097,2.1441
PrSm4S7,39.0302,31.1437,-7.8865
CaTaIn2,20.6209,22.8818,2.2609
AcMg4Cd2Ag,17.9039,18.2341,0.3302
MnCoSiS2,48.1313,35.7091,-12.4222
Mn4NiS7,74.8328,58.1431,-16.6897
YHoSc2,0.0,0.9001,0.9001
NdDy7Sc4,19.737,21.5539,1.8169
La3Ni5,17.3906,14.5152,-2.8754
Sr3(AlTl2)2,27.7314,28.3009,0.5695
PaFe2P,42.4593,38.7225,-3.7368
GdSnHgPd,19.2604,18.5724,-0.6881
AcAgSeO,28.5719,29.914,1.3422
Y2HoTe,18.0335,20.7663,2.7328
RbAsO3,0.9192,17.7637,16.8445
Zr2AsCl,53.4345,45.2006,-8.2339
KMnPt,61.5676,47.4092,-14.1584
KPdCl,7.0374,10.7531,3.7157
Tb5ErMg,19.7384,22.2276,2.4892
In(Ga3Ag4)4,21.4773,17.9468,-3.5306
In16Ga12Ag,15.5402,15.8434,0.3032
MgTeI5,20.1617,21.1817,1.02
Ba2VMoO6,19.5945,16.282,-3.3125
LiFe2Au,23.87,23.3072,-0.5628
Ba2AgOs,15.0381,15.8478,0.8096
TlSbIr2,46.1166,42.9566,-3.16
AcTb2(AgSn)2,31.2278,31.3808,0.153
Ac4CoAgBr2,42.0719,40.9895,-1.0824
MgAlCu5,9.6501,8.1819,-1.4682
PrGdEr2,20.8324,22.7784,1.946
HfSbIr,52.3137,43.0743,-9.2394
AcNd2AgTe5,33.6295,33.0131,-0.6164
Na5(PrI4)3,8.747,8.8076,0.0605
Ac3(AlTl2)2,44.4747,45.4707,0.996
Na4Ag5Se6,32.6378,25.3988,-7.239
TmMn5Fe,52.0755,40.9371,-11.1384
Mn5TcMo,57.9578,45.9186,-12.0392
AcTm(MgAg2)2,27.9378,25.6859,-2.252
KIrF4,9.9314,11.548,1.6167
YHoZn4,13.1149,13.8382,0.7233
MoPAu,33.6176,29.1776,-4.4399
SrHf2MoIr,77.8106,56.6539,-21.1567
K3TbI6,15.4356,16.3257,0.8901
Mg5(GaAg)4,13.119,11.6426,-1.4764
Sm2HoAl,20.156,22.5523,2.3964
MnInPd5,29.4768,28.0558,-1.4209
Mg5(AlGa)4,4.4147,5.315,0.9003
ZnSbOs5,38.047,39.9186,1.8716
TaMnRu5,31.1687,30.7907,-0.378
MnZnAu5,49.0253,47.0694,-1.956
Tb2Y6HoEr3,21.0799,22.5058,1.4259
MnTeI5,33.4047,31.1829,-2.2218
CaInSb2,29.9778,26.1415,-3.8363
YI3,15.1692,20.0756,4.9064
PrSm3Os,16.8555,17.1283,0.2728
Dy(Y6Ho)2,10.765,13.2667,2.5017
LaRuSe2,40.6314,32.6432,-7.9882
K3Zn5Au6,23.0791,23.8246,0.7455
AcMg2Zn4Ag,16.9475,16.6712,-0.2763
Pr6Sn3Hg,0.0,0.461,0.461
Pr2Dy12Y,18.1675,20.2092,2.0417
CsNF5,6.2067,6.8085,0.6018
Tm2Al3Au4,23.7305,26.0518,2.3213
TbGa(MoO4)2,21.1203,17.9677,-3.1527
TbSn(MoO4)2,32.3607,26.3971,-5.9636
BaY2O,43.3387,36.9989,-6.3397
Os2Pb,38.579,46.8812,8.3022
Dy4Er7Sc,26.7795,28.0762,1.2967
Pr3Mg7Pd4,4.8188,6.1369,1.3181
Na5TlHg,23.2697,20.5753,-2.6944
KTb(PPd2)2,14.0185,15.5034,1.4849
NaBiAu5,35.2983,37.1545,1.8562
NaPbAu5,35.0806,36.9383,1.8576
NaTlAu5,35.455,37.1263,1.6713
SrMo2PdO8,24.7809,20.8593,-3.9217
U2PaRe,61.3294,64.8234,3.494
CsRb2TaO4,9.1043,6.6468,-2.4575
Cr8In,10.4916,9.5194,-0.9722
NaSbBr5,13.7147,13.2702,-0.4446
ScMn4Fe7,46.8896,38.6134,-8.2762
AcMgCd5Ag2,25.0746,24.0766,-0.998
Y12Er2Th,13.7806,16.2426,2.4621
Be2MoSO,25.2016,21.3406,-3.8609
NaTbCd5,20.9524,21.2996,0.3472
Ge2PdPb,17.7484,20.3278,2.5794
NpTl2,51.843,53.8609,2.0179
NpTl2,51.9338,53.8609,1.9271
NaTmCd5,21.5427,21.8684,0.3257
SrTc2MoO8,23.2593,19.3433,-3.916
Pa(CoNi5)2,22.205,20.5189,-1.6862
Ac4MgAg3,44.1458,42.6026,-1.5432
Pr4Sb8Rh3,31.6727,26.0209,-5.6518
Al3(Ga2Mo)2,12.3788,11.2927,-1.0861
SrYI3,20.14,18.9049,-1.2351
TmPd5Au,23.4734,25.4509,1.9774
Zr(Mn5Cr)2,76.1362,60.0587,-16.0774
U4Sb8Rh3,51.651,45.6418,-6.0091
NaInAu5,30.5971,32.548,1.9509
Y(Mn5Cr)2,76.2048,59.3592,-16.8455
NaPaI5,24.9292,28.0298,3.1006
TlSnPd5,24.2845,24.1672,-0.1172
Th(Mn5Cr)2,73.883,58.9679,-14.9151
Mo2RuSO,33.2478,28.3759,-4.8719
CI,44.2841,13.1393,-31.1448
Zn2ReRh,37.3024,27.965,-9.3374
NaTl5In,42.661,42.5378,-0.1232
NaInPb5,40.6574,41.3992,0.7418
NaIn5Sn,20.6481,20.8184,0.1703
NaTl5Pt,52.5135,48.588,-3.9256
SrAc4Se7,48.9457,44.2361,-4.7096
SnMoPtO2,63.4756,49.6414,-13.8342
NaBiPb5,48.8992,48.8551,-0.0441
ScZnCuH6,9.2827,7.7861,-1.4966
AcMg2Ag,22.2601,22.4277,0.1677
NaTl5Rh,46.8084,44.5272,-2.2813
LiEr2Sb,25.5285,25.7063,0.1778
Rb2ErAgCl6,3.3341,4.5943,1.2603
Dy2YIn3,22.5016,22.7561,0.2545
Cr2TeF,25.1212,19.6121,-5.5091
NaSnPb5,44.0354,44.0146,-0.0208
Nd5Tm3Bi8,39.8816,41.631,1.7494
ZrGe2SbSe,42.8104,35.897,-6.9134
PSe2S,27.683,24.7943,-2.8887
NaSrTl5,41.6361,41.9876,0.3515
HfCuNi5,25.8696,21.3018,-4.5679
Ho4ScSe7,36.163,31.7312,-4.4318
La2Tb5ErTh,32.1866,30.9589,-1.2277
Sr2TaTc,47.4065,39.2781,-8.1284
Y4Ho7Sc,22.7653,23.9124,1.1471
Pm7Y4Sc,21.3525,21.4051,0.0526
TbCe4Se7,36.8285,32.1519,-4.6765
Tb4CeSe7,37.2256,32.7329,-4.4928
Nd7Y4Sc,21.2688,21.663,0.3942
Ce4PrSe7,34.2191,29.7505,-4.4686
CePr4Se7,26.7475,22.3133,-4.4342
Al3(ZnAg2)2,16.5994,14.4572,-2.1422
ReRuSe2,38.9746,35.1602,-3.8144
CeNd4Se7,36.5613,32.1688,-4.3926
LiPaGeO5,7.9972,12.31,4.3128
Ce4SmSe7,36.7031,32.0106,-4.6925
Sm5Y3(As3Pd4)4,17.8333,17.6403,-0.193
TbNd5Tl,28.9239,30.1453,1.2214
TbPmNd5,20.5224,23.7785,3.2561
Ce4PaSe7,40.3583,35.6132,-4.7451
CeSm4Se7,36.6873,32.1641,-4.5232
Tc2TeOs,68.073,60.1656,-7.9074
La(Sm5Y3)2,22.7802,23.2227,0.4425
LiY2BeO,22.821,18.3328,-4.4881
Pr3NbO6,11.5711,7.351,-4.2201
YSiO4,7.3,7.0427,-0.2572
Tb4PuSe7,41.2053,36.9273,-4.278
Ac4TbSe7,49.8813,45.3685,-4.5128
LaTb7Sc4,21.5368,21.7389,0.2021
Y(AgHg)2,19.8555,16.2249,-3.6306
TlTc4Se7,57.4606,45.7353,-11.7254
Tc2TeOs,67.9187,60.1656,-7.7531
Ac5PmNd,53.3882,54.3928,1.0046
TbNdHg5,6.817,8.0481,1.231
SrTlAu,37.0988,38.3733,1.2745
AcPrMgAg,23.2403,23.3699,0.1297
NdSmEr5,23.8483,26.8025,2.9542
Fe2PdI8,18.2013,19.2797,1.0784
Sr(LaP)2,23.9988,19.4368,-4.562
Ac4Si3Ir,42.6645,41.9589,-0.7056
YSnO4,41.3494,34.5599,-6.7895
CuNi5Sb,14.598,13.4623,-1.1358
Pr(Ga2Ni)6,8.2465,8.5688,0.3222
AcMg2ZnAg4,25.4768,22.7341,-2.7427
Tc2TeOs,67.8402,60.1656,-7.6746
ReRuSe2,38.3012,35.1602,-3.1409
YGa3O,22.7985,20.5923,-2.2061
GaCuNi5,7.5397,9.0474,1.5077
Ni3PbN,21.1285,19.2924,-1.8361
AcTmMgAg,32.1832,32.5473,0.3641
PmPr2HfAs4,24.9901,20.2924,-4.6977
Na5(CdAs)4,18.1459,17.0043,-1.1415
FeTePdI2,21.8812,21.7083,-0.173
Pa8As5P3,42.8507,43.4753,0.6246
Na5(CdSb)4,28.9008,25.2236,-3.6772
Ac2MgZn4Ag3,25.6289,24.1489,-1.48
Li6Ac3Au5,26.9276,28.2796,1.352
Cd2AgSb,28.7171,25.746,-2.9711
Ce4Sb8Ru3,33.1491,30.5529,-2.5962
Ba3Li5Tl6,22.0686,22.0832,0.0146
Y4HoSe7,33.2316,28.7769,-4.4547
YSO,26.3098,20.9684,-5.3413
Li5(LaTl2)3,29.6453,27.5249,-2.1204
Tb4Zn5Ge6,8.7047,10.785,2.0803
GdLuMnCd,45.3418,42.3806,-2.9612
BaW4Se7,33.9715,29.9644,-4.0071
TlIn4Se7,34.9399,30.1979,-4.7421
HoTePd5,22.1118,23.1658,1.054
CdSb4Se7,44.3786,36.6014,-7.7772
VGe2MoO8,18.495,16.1104,-2.3846
BaV(MoO4)2,23.3941,18.6762,-4.7178
Ac4CeSe7,49.7603,45.282,-4.4783
Na3Cd7Hg4,14.6693,14.0839,-0.5855
DyY4Se7,33.1534,28.6536,-4.4999
Ti(NiIr)2,16.1936,20.4674,4.2739
Ac4TmSe7,50.2304,45.7344,-4.496
YNbP2O,51.04,39.6298,-11.4102
Re4HgSe7,35.661,30.5537,-5.1073
AcRe4Se7,39.8533,35.6074,-4.2459
Cu5NiPt,18.6095,16.8492,-1.7603
Cu5NiAu,12.5656,14.4616,1.896
Ac2AgMoO6,22.7515,22.7265,-0.025
FePd5I2,16.7489,18.3972,1.6482
KFe,7.3886,7.483,0.0944
Pr3Sn5Au6,21.5648,23.3512,1.7864
Sn2AuSe,33.9952,32.8028,-1.1924
AlTlBTe2,28.148,27.6639,-0.484
Pr12Y5Sc2,3.3111,3.2755,-0.0356
Pr2Tm5Sc12,10.9871,12.6343,1.6472
Nd8Se3S4,36.1394,31.4764,-4.663
Sr2LaTe,29.7753,26.631,-3.1443
Ac2DyHg10,10.3952,11.2293,0.8341
Ac2ErHg10,10.5586,11.3799,0.8213
YHfP2O,51.0209,37.1526,-13.8683
Na3In7Au4,28.4524,28.2296,-0.2228
Sm8Se3S4,36.3414,31.5926,-4.7488
Tb5(PmNd)4,25.4555,26.9297,1.4742
NiPtI5,27.1793,25.2423,-1.937
Nd4Ho5Tm4,27.9244,29.4386,1.5142
Ac5(NdHg)4,32.023,33.1379,1.1149
Nd4Hg4Bi5,28.0152,29.3527,1.3375
La4GeI2N,32.4746,26.0182,-6.4564
Nd4Ho4Er5,27.6086,29.1275,1.5189
Sr2YRuO6,14.2593,14.1119,-0.1474
Pr(PPd2)6,12.2981,12.809,0.5109
Tl(InGa5)2,13.508,14.2384,0.7303
Ho3Th5P8,26.1759,28.7987,2.6228
Rb2InGa10,5.5742,6.5627,0.9885
Zn2RhW,25.5887,24.5439,-1.0449
K3FeI6,13.5381,14.2188,0.6807
CaIn2Mo,15.3479,17.2879,1.94
CdGaI,14.831,16.2462,1.4152
CsNb2O7,29.6232,24.1226,-5.5006
Tl2CoCu3F12,15.2154,15.8124,0.597
Os5Pb3,39.8916,43.7788,3.8872
CuHgAu5,35.1446,36.3396,1.195
Os5Pt3,51.149,45.199,-5.9499
Sr2InGa10,6.9837,9.0745,2.0909
SrLaP2,17.2285,15.3178,-1.9107
TaTc2Te,66.5214,59.2802,-7.2413
CaMn2Ir,69.6883,55.1177,-14.5706
OsAu3,31.8945,48.683,16.7885
Tl3Os,38.8539,41.78,2.9261
HoTm2MoO8,14.0918,13.1923,-0.8995
InAgP2,3.3145,14.5812,11.2668
AcSm4Ho7,30.2467,31.6135,1.3668
YGaB2,51.4067,41.9258,-9.4809
Pm2MnMoO6,39.8339,36.246,-3.5879
Y2OF,31.9577,28.4816,-3.4761
TbNd2MoO8,11.3539,12.4493,1.0954
Pr2Sm3Tm4,16.4677,19.215,2.7473
K4Np3S8,46.2167,38.084,-8.1327
PrYO3,12.7997,8.4993,-4.3004
PuMgB14,0.0,1.9904,1.9904
Mg3Si6Rh5,18.6972,12.8892,-5.8079
YCOF2,33.2079,26.0356,-7.1723
LiTbYSe3,23.7412,20.6971,-3.0441
ErNi5Sb,0.1328,2.303,2.1702
Li2LaMg9,4.2598,4.0947,-0.1652
DyPuThHg,41.3378,44.0641,2.7263
PO,0.0,12.7424,12.7424
Cs(InPb5)2,45.3308,46.0112,0.6804
Pa2VP,66.875,62.2615,-4.6134
TaOsN2,41.5922,39.1742,-2.4181
Y3TlO,26.8024,25.4332,-1.3692
La4Th3S8,55.2775,43.7383,-11.5392
Hf5Sc3P8,62.7487,45.4278,-17.3209
Ba12Sb3Br5,3.6516,2.8487,-0.803
La3(PrHo)4,22.6652,20.2704,-2.3948
LiTb4YSe8,34.3889,29.9812,-4.4078
Na3Hg2As3,12.7276,11.6451,-1.0825
Li2Tb(YSe2)3,28.1234,24.0326,-4.0908
Tb2Hf(TlSe3)2,52.068,43.0714,-8.9967
Pa3(Al2Si)2,35.753,34.6092,-1.1437
ZrNi5Sb,8.5364,8.2964,-0.24
NaPrYSbO6,23.2206,19.887,-3.3336
Pa2ReAs,45.8184,50.0042,4.1858
UB14Mo,0.0,2.3341,2.3341
PaNi5Pt,6.2152,8.4297,2.2146
CoP3,0.0,14.9021,14.9021
LaNi5Hg,0.0,0.0,0.0
Ni5PdPt,14.3674,14.5312,0.1638
Ni5PtRh,18.5142,15.9623,-2.5519
ThNi5Pd,0.0,2.5717,2.5717
TmNi5Rh,0.0,0.4718,0.4718
SmNi5Rh,0.0,0.0,0.0
PaNi5Pd,0.0,2.2441,2.2441
CeNi5Rh,3.7319,2.4977,-1.2342
CeSm12Tm7,27.2462,28.6809,1.4347
NpV2As,84.3717,70.3858,-13.9859
ZnC3,46.6006,34.4875,-12.1131
Cs(TlS)2,44.4632,38.8578,-5.6053
GaCu5Ni,7.9181,8.8666,0.9485
SrB14W,0.0,1.205,1.205
Pm4Nd5Hg4,16.7108,18.0702,1.3594
SmVB14,3.0843,4.9626,1.8783
Pr3Y7Ho2,12.5891,14.1956,1.6065
Pr2HoEr4,15.8421,18.0108,2.1687
Pr4SnSb2,6.9706,7.8344,0.8638
AcMg(AgHg2)2,15.9754,15.0099,-0.9656
AcMgAgGe2,22.8921,23.2765,0.3844
HfScVIr,88.2332,65.1884,-23.0449
Np2SiC,55.0094,50.3875,-4.6219
ZrNpTi2,46.9269,43.6478,-3.2791
Sm3(NpS2)4,52.3593,45.2539,-7.1054
Si2NiIr,19.4685,18.9356,-0.5329
NiPd5Au,20.4823,22.185,1.7026
HfZrNi5,38.8716,31.6038,-7.2678
Tb4Np3S8,49.6343,42.4745,-7.1598
LiFe(SiO3)2,0.0,0.0,0.0
CdNiPt5,68.709,50.22,-18.489
Pr(Ho3Se4)2,35.0938,30.4237,-4.6701
Tm5TcNi,30.3446,30.8454,0.5008
NiPt5Rh,71.8995,52.8121,-19.0874
GaNi5Ir,11.8161,14.7128,2.8966
Ac2GaMoO6,26.8861,24.7923,-2.0938
CdHgRu2,12.9932,15.4783,2.4851
SbPd5Pt,32.6377,28.4831,-4.1547
Sr2ZrMoO6,21.086,16.58,-4.506
Sm3(AlSn2)2,17.6872,19.5926,1.9054
Pu4O4F5,22.8344,24.2138,1.3794
Ho12ScC7,38.1527,31.489,-6.6638
Ti4Ni2N,12.1672,10.7583,-1.4089
Na3Sn6Pd5,20.0146,16.6997,-3.3149
Na3Bi5Pd6,27.8835,28.5055,0.6221
Tm4Pd5Pt4,42.8742,36.3808,-6.4934
AcSmMgAg,30.7555,31.1613,0.4058
K3P4Pd7,12.0844,12.9663,0.882
Li2TcMoO6,29.431,25.2966,-4.1345
LiInFe2,25.1478,20.1105,-5.0373
Rb3Y2ErO6,15.7436,14.3011,-1.4425
YSO2,35.2933,32.3664,-2.9269
TiTeRh,31.526,27.6168,-3.9092
Ti2Mn4Al3,46.9117,38.5832,-8.3285
YSO,25.2479,20.9684,-4.2794
Ba(LiAg5)2,25.2794,19.8887,-5.3907
AgC2,47.147,34.5532,-12.5938
Th4Sb8Au3,50.327,47.609,-2.718
La4Nd3Tm4,36.6853,32.7893,-3.896
La4Pm3Tm4,36.7246,32.837,-3.8876
La3(PrEr)4,23.0518,20.5716,-2.4802
La4Ho3Tm4,37.707,33.876,-3.831
La3(SmTm)4,34.3613,32.0365,-2.3248
Ac3(LaHo)4,46.7424,42.5558,-4.1866
K(TeBr3)2,15.3839,15.0306,-0.3534
Sr2LaP,20.061,18.6546,-1.4064
Na5(TlIn2)3,28.1654,27.0172,-1.1482
SrLaTl5,45.4362,44.1091,-1.3271
Cs3K6Na5,18.0639,15.9528,-2.1111
Na3Zn6Ag5,19.7186,16.6351,-3.0835
Na3Sb5Rh6,36.6286,28.4578,-8.1709
Na3Sb5Au6,37.9576,35.2534,-2.7042
CaEu2MoO6,21.4339,20.9211,-0.5128
Pm4Hg4Pb5,27.3766,28.7868,1.4102
Pm4Hg4Bi5,28.0664,29.4095,1.3431
LiLaNdGd,26.6868,25.0287,-1.6581
Pm4Ho4Er5,27.6499,29.1774,1.5275
Pm4Ho5Tm4,27.9657,29.4879,1.5222
Pr3Mg5O12,0.0,0.0,0.0
